	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
10	1.1946791	1.5065076	0.0	1.479492	0.0	1.5672243	1.1740682	0.0	1.322162	0.0	0.892141	1.5500429	1.2339982	1.6200494	0.0	0.0	0.0	0.0	0.0	0.0	1.7964075	0.0	0.0	1.3451202	0.0	0.0	0.0	0.2566315
11	1.3796648	2.256679	0.0	1.4519427	0.0	1.4981167	1.6800706	0.0	1.3741773	0.0	0.9433676	1.5911089	1.1805661	2.7981915	0.0	0.0	0.0	0.0	0.04717338	0.0	1.5074914	0.0	0.0	1.939117	0.0	0.0	0.0	0.11502981
12	0.9087417	2.032577	0.0	1.4823663	0.0	1.383865	1.452839	0.0	1.3275907	0.0	0.7565353	1.4269722	1.093366	2.543223	0.0	0.0	0.0	0.0	0.0	0.0	1.8269414	0.0	0.0	1.2194855	0.0	0.0	0.0	0.11979294
13	0.40416586	1.6903954	0.0	0.96142596	0.0	1.5778387	1.5082186	0.0	0.86074454	0.0	1.4578196	1.5494552	1.32361	0.9059791	0.0	0.0	0.0	0.0	0.0	0.0	1.6135988	0.0	0.0	1.2185415	0.0	0.0	0.0	0.0
14	2.3951895	1.3516848	0.0	0.8698414	0.0	1.4319178	1.2443091	0.0	1.9522417	0.0	1.3560445	1.2774067	1.7889001	0.6321211	0.0	0.0	0.0	0.0	2.438872	0.0	1.884849	0.0	0.0	1.634815	0.0	0.0	0.0	1.366666
15	2.7898335	1.1281793	0.0	1.0783262	0.0	1.4723663	0.7370236	0.0	1.4344816	0.0	1.4804468	1.5284188	1.5087103	0.72074103	0.0	0.34790254	0.0	0.0	0.58394873	0.0	1.3869793	0.0	0.0	1.3654987	0.0	0.0	0.0	1.0513415
16	2.775683	1.3593802	0.0	1.5297964	0.0	1.2427138	1.0371807	0.0	0.93698835	0.0	1.8099753	1.3441479	1.3561727	1.0906563	0.0	0.62423766	0.0	0.0	1.1294552	0.0	1.2986434	0.0	0.0	1.7817811	0.0	0.0	0.0	0.760918
17	1.2800895	1.1972405	0.0	1.332535	0.0	1.3868581	1.2777746	0.0	1.5026636	0.0	1.1557524	1.1367352	1.4920762	1.431961	0.0	0.0	0.0	0.0	1.9387522	0.0	1.3976848	0.0	0.0	1.4238428	0.0	0.0	0.0	0.0
18	0.18461633	0.8102984	0.0	1.1742556	0.0	0.9951511	1.0577404	0.0	1.4468647	0.0	1.4300174	1.2773077	1.4149768	0.66054296	0.0	0.0	0.0	0.0	0.0	0.0	1.7942827	0.0	0.0	1.2732708	0.0	0.0	0.0	0.0
19	0.0	1.4417421	0.0	3.3539987	0.0	1.1741006	1.639691	0.0	1.3867419	0.0	1.3709731	1.2604636	1.2758617	0.54423	0.0	0.0	0.0	0.0	0.0	0.0	1.3259355	0.0	0.0	1.4358716	0.0	0.0	0.0	1.2231903
20	1.2140821	1.5133355	0.0	1.6683757	0.0	1.2078559	1.2643204	0.0	1.3205072	0.0	1.0990636	1.2559592	1.1987646	0.8742207	0.0	0.0	0.0	0.0	1.1909007	0.0	1.2355303	0.0	0.0	1.3236773	0.0	0.0	0.0	0.0
21	0.9963084	1.4535332	0.0	0.71540755	0.0	1.3183756	1.3675828	0.0	0.9767765	0.0	1.4114785	1.181582	1.2786274	1.9828359	0.0	0.0	0.0	0.0	0.0	0.0	1.3286563	0.0	0.0	1.2185917	0.0	0.0	0.0	0.0
22	0.8267561	1.4833795	0.0	1.3212409	0.0	1.3910797	1.4149373	0.0	1.5220459	0.0	0.97237396	1.3682339	1.3868649	1.3447069	0.0044515133	0.0	0.0	0.0	0.0	0.0	0.83473456	0.0	0.0	1.2394013	0.0	0.0	0.0	0.0
23	0.1472435	1.2244639	0.0	0.7593661	0.0	1.4502023	1.1558723	0.0	1.7253151	0.0	1.4079812	1.3664206	1.1507251	0.49078715	0.16641855	0.0	0.0	0.0	0.0	0.0	1.3770368	0.0	0.0	1.1083024	0.0	0.0	0.0	0.0
24	0.7676522	1.4485738	0.0	1.9019511	0.0	1.492373	0.940137	0.0	1.531396	0.0	1.5814614	1.2168767	1.061424	1.332185	1.31533	0.0	0.0	0.0	0.0	0.0	1.579315	0.0	0.0	1.009221	0.0	0.0	0.0	0.9108736
25	0.8339824	0.77508026	0.0	0.91551274	0.0	1.2240818	0.81651103	0.0	1.4994886	0.0	1.7041572	1.221667	1.1139212	0.37346017	0.0	0.18769872	0.0	0.0	0.0	0.0	1.5047464	0.0	0.0	1.053258	0.0	0.0	0.0	0.0
26	0.33478987	0.73319095	0.0	2.1342022	0.0	1.3693154	1.3167311	0.0	1.7339146	0.0	1.3519305	1.3944807	1.1296684	0.2148279	1.3064513	0.0	0.0	0.0	0.23006916	0.0	1.2102368	0.0	0.0	0.6132889	0.0	0.18834996	0.0	0.0
27	1.5988512	0.7340643	0.0	0.9407031	0.0	1.1753612	1.3941247	0.0	1.2274454	0.0	0.83434284	1.2013214	1.1185775	0.012528181	0.0	0.0	0.0	0.0	0.048457265	0.0	0.7733673	0.0	0.0	0.9914701	0.0	0.0	0.0	0.579828
28	2.3665442	1.5312009	0.0	0.8744413	0.0	1.193589	1.4145211	0.0	0.49784005	0.0	1.1671444	0.82610154	0.94247437	1.0670841	0.0	0.0	0.0	0.7092823	0.0	0.0	1.2355009	0.0	0.0	1.906568	0.0	0.10181558	0.0	0.0
29	0.45708847	0.941234	0.0	1.3576813	0.0	1.1918323	1.2665529	0.0	1.1697574	0.0	1.5397186	1.2901145	1.0992624	0.4600023	0.0	0.11500299	0.0	0.0	1.5914764	0.0	0.9809379	0.0	0.0	1.1165702	0.0	0.0	0.0	0.36829114
30	0.69221216	1.1132174	0.0	0.9744342	0.0	1.2739527	1.0561454	0.0	1.2621393	0.0	1.538848	1.3848016	1.1753149	0.6632128	0.0	0.885033	0.0	0.0	0.0	0.0	0.8348602	0.0	0.0	0.8674929	0.0	0.0	0.0	1.8702285
31	0.3771335	1.2007875	0.0	1.2410393	0.0	0.9117489	0.91071916	0.0	1.0502784	0.0	0.5695615	1.1214638	1.1772491	2.002284	0.0	0.0	0.0	0.0	1.5230275	0.0	1.6255403	0.0	0.0	1.2645118	0.0	0.0	0.0	1.0260589
32	0.90202177	0.831923	0.0	0.55125624	0.0	0.9929914	1.2528434	0.0	1.0149369	0.0	0.98331404	1.1673658	0.9970231	1.2738118	0.0	0.0	0.0	0.0	0.0072226524	0.0	1.3343276	0.0	0.0	1.1168149	0.0	0.0	0.0	0.0
33	0.0	0.9087827	0.0	0.89155847	0.0	1.0076475	1.0419917	0.0	1.1257006	0.0	1.3687875	1.0923357	1.3175808	0.0	0.04888153	0.0	0.0	0.0	2.7378693	0.0	0.297302	0.0	0.0	0.935948	0.0	0.0	0.0	0.0
34	0.6534205	1.0227745	0.0	0.9702454	0.0	1.178419	0.98599994	0.0	0.9900173	0.0	1.1974982	1.1441035	1.200772	0.809753	0.0	0.10181153	0.0	0.0	2.054795	0.0	0.9145704	0.0	0.0	0.7357272	0.0	0.0	0.0	0.85985744
35	2.0415068	0.65073234	0.0	0.3120594	0.0	1.2888443	0.9342654	0.0	0.87622225	0.0	0.8327224	1.0741444	0.9679184	0.2011292	0.0	0.0	0.0	0.0	0.0	0.0	0.8606266	0.0	0.0	0.76635003	0.0	0.0	0.0	0.06453812
36	0.9059717	0.5884478	0.0	0.04290843	0.0	0.9737886	0.97904897	0.0	0.8513038	0.0	1.4936042	0.9371114	1.0400707	0.29423535	0.0	0.0	0.0	0.0	0.859241	0.0	0.93849593	0.0	0.0	1.479162	0.0	0.4843576	0.0	0.0
37	1.9251393	0.6661128	0.0	1.0641034	0.0	1.0415696	0.40122426	0.0	0.74928707	0.0	0.95690286	0.96603924	0.99572194	0.17013288	0.0	0.0	0.0	0.0	1.5106267	0.0	0.96404105	0.0	0.0	0.51996017	0.0	0.0	0.0	1.2314011
38	0.8501162	0.5389704	0.0	1.0355601	0.0	0.85887736	1.032278	0.0	0.98581064	0.0	0.3880744	1.1574905	1.1397201	0.011413336	0.0	0.0	0.0	0.0	1.1336763	0.0	0.82179	0.0	0.0	0.8408617	0.0	0.0	0.0	1.4165593
39	0.58650076	0.47942108	0.0	2.0501945	0.0	0.8085743	0.8859699	0.0	1.1344538	0.0	0.9958849	1.1309621	1.1153976	0.0	0.0	0.0	0.0	0.0	0.87282455	0.0	0.79387784	0.0	0.0	0.33639562	0.0	0.0	0.0	0.9070496
40	0.4074167	0.6439834	0.0	0.12111431	0.0	0.6930227	0.9597244	0.0	1.017579	0.0	0.5731455	1.0500259	1.5416421	0.37566936	0.0	0.0	0.0	0.0	0.4505909	0.0	0.99139917	0.0	0.0	0.5606079	0.0	0.0	0.0	0.93245804
41	1.2398224	0.6786755	0.0	1.4471374	0.0	0.775704	0.78498054	0.0	0.9180244	0.0	0.4526031	0.9650027	0.8138366	0.662905	0.07934713	0.0	0.0	0.014611363	0.0	0.0	0.2897076	0.0	0.0	0.58425796	0.0	0.0	0.0	0.0
42	1.1514826	0.5704936	0.0	0.9294469	0.0	0.86568296	0.9812995	0.0	0.82132435	0.0	1.1273603	0.831539	1.0892608	1.1891155	0.0	0.0	0.0	0.0	0.0	0.0	0.8865453	0.0	0.0	0.7570934	0.0	0.0	0.0	1.4149435
43	1.8501333	0.61361057	0.0	0.22326523	0.0	0.8627518	0.8707423	0.0	0.7744187	0.0	0.49834406	0.86355066	0.9662504	1.728192	0.0	0.0	0.0	0.02752924	0.0	0.0	0.5638141	0.0	0.0	0.9937767	0.0	0.0	0.0	1.5363842
44	0.9523062	1.0244117	0.0	0.69627887	0.0	0.8745558	0.6086489	0.0	0.80310726	0.0	1.1335604	0.8516602	0.59460366	0.0	2.5180955	0.0	0.0	0.31815362	0.08001816	0.0	0.86798304	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45	0.0	0.57846165	0.0	1.1403074	0.0	0.6544199	0.65559614	0.0	0.8106744	0.0	0.88455224	0.8758722	0.62257445	0.64213836	0.0	0.0	0.0	0.0	0.14015341	0.0	0.52267617	0.0	0.0	1.1370462	0.0	0.0	0.0	0.0
46	0.4852022	0.9346588	0.0	0.8955979	0.0	1.0442033	0.9668653	0.0	0.6273693	0.0	0.9520185	0.8554343	0.7011304	0.5058465	0.0994091	0.0	0.0	0.18795323	0.0	0.0	0.69961584	0.0	0.0	0.74103	0.0	0.42268062	0.0	0.0
47	0.23827839	0.9263115	0.0	0.19596183	0.0	0.90860724	0.950341	0.0	0.66207314	0.0	0.20817351	0.75669235	0.7074059	0.9398221	1.228044	0.0	0.0	0.0	0.0	0.0	0.6457932	0.0	0.0	0.6633022	0.0	0.0	0.0	0.326007
48	1.2880747	0.3654038	0.0	0.0	0.0	0.652766	0.84739506	0.0	0.6459009	0.0	0.75019956	0.6343479	1.0380111	1.3699162	0.0	0.0	0.0	0.0	0.0	0.0	0.58990216	0.0	0.0	0.9186138	0.0	0.0	0.0	1.4550372
49	0.31807232	0.7408611	0.0	0.7884763	0.0	0.7771077	0.6129142	0.0	0.9011754	0.0	0.8136283	0.62107253	0.46876693	0.6501845	1.7617726	0.0	0.0	0.17343426	0.1990987	0.0	1.0017695	0.0	0.0	0.7306242	0.0	0.0	0.0	0.0
50	0.37991107	1.2464051	0.0	0.67878395	0.0	0.8188499	0.38517284	0.0	0.68798953	0.0	0.7346463	0.5917233	0.42948973	0.25610387	0.26365972	0.0	0.0	0.0	0.57700336	0.0	1.1549835	0.0	0.0	0.7786648	0.0	0.08452356	0.0	0.2864275
51	0.0	1.2362809	0.0	0.9464279	0.0	0.58160055	0.747164	0.0	0.63222677	0.0	0.7481235	0.59263194	0.57438874	0.023428202	0.6920183	0.14785111	0.0	0.0	0.33415115	0.0	0.52618545	0.0	0.0	0.6301429	0.0	0.0	0.0	0.0
52	0.339548	1.1175536	0.0	1.4626875	0.0	0.52057123	0.4954883	0.0	0.7058866	0.0	0.5553453	0.58490074	0.5805955	0.4833976	0.29121685	0.0	0.0	0.0	0.47838897	0.0	0.7064704	0.0	0.0	0.8980819	0.0	0.0	0.0	0.0
53	0.0	0.7244829	0.0	1.0979464	0.0	0.74808407	0.27508068	0.0	0.59632546	0.0	0.9542451	0.47188234	0.6834185	0.46788347	0.0	0.12013245	0.0	0.0	1.6030307	0.0	0.8321262	0.0	0.0	1.0343411	0.0	0.004012108	0.0	0.0
54	0.0	0.9139112	0.0	0.40745223	0.0	0.4587518	0.45209265	0.0	0.68709236	0.0	0.25681007	0.6188253	0.690047	0.22227752	0.0	0.0	0.0	0.0	0.8208896	0.0	0.5496974	0.0	0.0	1.0283514	0.0	0.4605205	0.0	0.67871416
55	0.0	0.9679046	0.0	0.38567317	0.0	0.7546332	0.89063454	0.0	0.5834087	0.0	0.093527794	0.6063396	0.65763223	0.7625247	0.0	0.0	0.0	0.0	0.0	0.0	0.28564078	0.0	0.0	0.83800757	0.0	0.3137604	0.0	1.052017
56	0.0	0.6056898	0.0	0.0	0.0	0.5509101	0.38102746	0.0	0.5042316	0.0	0.2720586	0.3290441	0.54531085	0.5499605	0.5568805	0.0	0.0	0.0	0.14798653	0.0	0.61690915	0.0	0.0	0.56184316	0.0	0.0	0.0	0.0
57	0.0	0.43406278	0.0	0.73519486	0.0	0.71626115	0.19297361	0.0	0.74234575	0.21876168	0.5802187	0.51648116	0.5112542	0.0	0.52983856	0.0	0.0	0.0	0.36400664	0.0	0.48842567	0.0	0.0	0.5529907	0.0	0.0	0.0	0.0
58	0.76788884	0.26044527	0.0	0.40012264	0.0	0.43085527	0.6896368	0.0	0.51422846	0.0	0.6056737	0.63049984	0.61	0.52725494	0.0	0.0	0.0	0.0	0.0	0.0	0.4198143	0.0	0.0	0.38573027	0.0	0.0	0.0	1.1716788
59	0.7834662	0.4015415	0.0	0.0	0.0	0.51416373	0.57510376	0.0	0.22701442	0.0	0.2450316	0.472031	0.62262774	1.322461	0.23170471	0.0	0.0	0.24173892	0.0	0.0	0.19950056	0.0	0.0	0.23980188	0.0	0.0	0.0	0.14246237
60	0.0	0.23696226	0.0	0.2216121	0.0	0.522225	0.25157142	0.0	0.68393975	0.0	0.4539982	0.43268847	0.49045444	0.0	0.0	0.0	0.0	0.0	0.72507524	0.0	0.12144619	0.0	0.0	0.43716216	0.0	0.4650569	0.0	0.0
61	0.3909273	0.073871255	0.0	0.0	0.0	0.55915546	0.6712916	0.0	0.14887345	0.0	0.26579	0.4514848	0.7318505	0.9175613	0.0	0.0	0.0	0.14056242	0.0	0.0	0.14763945	0.0	0.0	0.5430558	0.0	0.0	0.0	0.3098576
62	0.0	0.931546	0.0	0.57328147	0.0	0.36649668	0.26264155	0.0	0.34548217	0.0	0.43628073	0.25008678	0.35663795	0.0	1.3340888	0.8914622	0.0	0.0	1.0809333	0.0	0.4827991	0.0	0.0	0.6500864	0.0	0.0	0.0	0.0
63	0.13603926	1.0790963	0.0	0.0	0.0	0.41907394	0.59772	0.0	0.26192558	0.0	0.80875957	0.30093122	0.36596906	0.0	0.071719885	0.09780288	0.0	0.0	0.31382054	0.0	0.5976714	0.0	0.0	0.6102842	0.0	0.0	0.0	0.0
64	0.0	0.6426672	0.0	0.0	0.0	0.5790832	0.56457305	0.0	0.41017038	0.0	0.13299096	0.4151131	0.36416924	0.014654398	1.1241632	0.03239274	0.0	0.0	0.0	0.0	0.3504274	0.0	0.0	0.42516732	0.0	0.0	0.0	0.122439265
65	0.0	0.5727445	0.0	0.24591464	0.0	0.34873092	0.5261171	0.0	0.01126802	0.0	0.63877	0.2827072	0.5093137	0.29821765	0.0	0.0	0.0	0.0	2.3551378	0.0	0.08563328	0.0	0.0	0.7921319	0.0	0.4662863	0.0	0.24044001
66	0.0	0.45234776	0.0	0.6595637	0.0	0.2630756	0.40679348	0.0	0.41501516	0.0	0.5728146	0.42516994	0.440827	0.0	0.0	0.0	0.0	0.0	0.05946362	0.0	0.37438148	0.0	0.0	0.35211146	0.0	0.15287912	0.0	0.0
67	0.012023807	0.34511375	0.0	0.15314478	0.0	0.4776063	0.46550405	0.13719618	0.15510416	0.0	0.46941972	0.30181777	0.30779314	0.0051882267	0.0	0.0	0.0	0.0	0.55139154	0.0	0.06376815	0.0	0.0	0.42556882	0.0	0.5128511	0.0	0.0
68	1.1271777	0.60727847	0.0	0.08022404	0.0	0.5840937	0.23293269	0.0	0.30577236	0.0	0.085027575	0.31802022	0.4791695	1.0720663	0.0	0.0	0.0	0.0	0.0	0.0	0.18925726	0.0	0.0	0.36703694	0.0	0.0	0.0	1.7891885
69	0.68860775	0.14087796	0.0	0.0	0.0	0.4492352	0.41867566	0.0	0.26859045	0.0	0.029049635	0.2796495	0.36246395	0.6428704	0.0	0.0	0.0	0.32514405	0.0	0.0	0.34324312	0.0	0.0	0.11114359	0.0	0.0	0.0	0.0
70	0.16615462	0.1474272	0.0	0.0	0.0	0.24011433	0.103055954	0.0	0.45306754	0.0	0.81101036	0.2531693	0.10470486	0.848544	0.0	0.0	0.0	0.0	0.0	0.0	0.065147996	0.0	0.0	0.27191544	0.0	0.0	0.0	0.0
71	0.5697218	0.046579182	0.0	0.0	0.0	0.10483217	0.2769655	0.0	0.2874171	0.11803579	0.2639475	0.26255894	0.40446496	0.467533	0.0	0.011067152	0.0	0.0	0.0	0.0	0.23161805	0.0	0.0	0.03799796	0.14114857	0.17633438	0.0	0.35764873
72	0.57667685	0.12721962	0.0	0.0	0.0	0.05702126	0.32256973	0.0	0.36928517	0.012690425	0.7342757	0.20928264	0.327801	0.124198556	0.0	0.10730159	0.17320645	0.0	0.21775639	0.0	0.24026412	0.0	0.0	0.016027927	0.121215224	0.0	0.0	0.0
73	0.0	0.75854445	0.0	0.721204	0.0	0.33959508	0.15428627	0.0	0.16001046	0.32172585	0.07141888	0.28797174	0.39363968	0.0	0.79837227	0.25439525	0.34857213	0.0	1.0225086	0.0	0.44818187	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74	0.074097395	0.66137105	0.0	0.5364428	0.0	0.04055381	0.2646904	0.0	0.17732263	0.0	0.086958885	0.19457471	0.36572552	0.13537872	0.0	0.12591076	0.12359798	0.0	1.3455132	0.0	0.30505443	0.0	0.0	0.0	0.0	0.0	0.0	0.35804725
75	0.0	0.18937767	0.0	0.50720376	0.0	0.26663268	0.0	0.0	0.26539814	0.06864452	0.33785117	0.21549857	0.3026793	0.0	0.03729105	0.07574272	0.0	0.0	0.0	0.0	0.2587452	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76	0.0	0.13316256	0.0	0.07498199	0.0	0.0	0.112294674	0.0	0.12684965	0.0	0.24198878	0.16402364	0.22478771	0.0	0.465235	0.0	0.0	0.0	0.5239877	0.0	0.024384737	0.0	0.0	0.0	0.08339071	0.1051532	0.0	1.5031602
77	0.0	0.5640192	0.0	0.47934872	0.0	0.44555187	0.3614992	0.0	0.1174593	0.0	0.12354612	0.0	0.0	0.0	0.6895993	0.0	0.0	0.0	0.0	0.13315475	0.0	0.14811802	0.0	0.38776505	0.0	0.0	0.0	0.70275056
78	1.0698513	0.20644927	0.0	0.0	0.070058465	0.16302133	0.09065068	0.0	0.06749332	0.0	0.48126805	0.04776895	0.14188623	0.7401397	0.0	0.18019092	0.0	0.0	0.0	0.057869554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23128545
79	0.36451316	0.538445	0.0	0.0	0.0	0.019454598	0.60296595	0.0	0.1532898	0.0	0.1435132	0.21151829	0.0	0.0	0.3660643	0.003757	0.0	0.0	0.0	0.14175582	0.08308494	0.004144311	0.0	0.13639498	0.65274	0.0	0.019239187	0.7847755
80	0.0	0.0	0.0	0.4507758	0.0	0.0	0.0	0.0	0.31954092	0.2764094	0.0	0.05046892	0.00690794	0.21268344	0.20668626	0.9803039	0.30686557	0.0	2.6012936	0.0	0.0	0.0	0.0	0.15822601	0.0	0.62527716	0.14355516	0.0
81	0.0	0.0	0.06890011	0.0	0.031263232	0.0	0.0	0.47366703	0.0	0.0	0.44719028	0.0	0.04682374	0.8126785	0.0	0.0	0.0	0.0	1.460016	0.0	0.12744099	0.0	0.0	0.47028863	0.0	1.3717004	0.0	1.4135389
82	0.1517657	0.17110896	0.0	1.0230844	0.0	0.0	0.0	0.21134102	0.37784082	0.46184587	0.60322773	0.0	0.21641362	0.0	0.87860584	0.04478097	0.28945184	0.0	0.5736232	0.0	0.0	0.10487342	0.28122473	0.0	0.12461233	0.0	0.0	1.6570557
83	0.0	0.06586188	0.07782328	0.0	0.0	0.0	0.45682395	0.4363891	0.0	0.1529175	0.0	0.1509105	0.0	0.0	0.24893832	0.0	0.0	0.49334824	0.0	0.13949895	0.0	0.0	0.0	0.07580614	0.0	0.0	0.10712433	0.68864596
84	0.0	0.0	0.0	0.1806745	0.0	0.0	0.0	0.0	0.023142457	0.23439932	0.06106329	0.0	0.0	0.0	1.3170228	0.6450056	0.20021975	0.047025442	0.027194023	0.20897782	0.0	0.09337497	0.0	0.0	0.0	0.24889433	0.038830996	0.21135938
85	0.0	0.056065917	0.0	0.0	0.0	0.0	0.027498722	0.07280433	0.36476898	0.0	0.342705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20975578	0.0	0.0	0.0	0.084486485	0.0	0.0	1.596971
86	0.0	0.0	0.117037654	0.0	0.100174785	0.0	0.0	0.37296116	0.1734432	0.14646482	0.14154601	0.0	0.0	0.0	0.421592	0.32047975	0.0	0.0	0.723096	0.13438022	0.0	0.0	0.21459556	0.0	0.13710773	0.8994652	0.0	0.0
87	0.0	0.0	0.3138417	0.646954	0.0	0.0	0.0	0.17476785	0.03154075	0.07083285	0.28671932	0.0	0.014983654	0.0	0.0	0.029201865	0.2163645	0.0	1.6082565	0.106104136	0.0	0.20318341	0.28414536	0.0	0.4686966	0.0	0.0	0.82979155
88	0.0	0.052118897	0.09170616	0.0	0.0	0.14526153	0.0	0.5405911	0.25280505	0.18823266	0.0	0.0	0.0	0.0	0.0	0.2861998	0.0	0.15060925	0.0	0.0	0.0	0.035548687	0.10370684	0.0	0.18682635	0.14537394	0.115648985	1.0459514
89	0.0	0.0	0.10945022	0.37763256	0.0	0.0	0.0	0.26339233	0.13506591	0.14653385	0.15966523	0.0	0.0	0.0	0.0	0.0	0.1975869	0.17198539	0.0	0.12559772	0.0	0.18929696	0.19905329	0.0	0.4414847	0.6330911	0.0	0.0
90	0.0	0.094257414	0.0	0.0	0.21528983	0.0	0.0	0.27823055	0.0	0.24849272	0.0	0.0	0.0	0.8429759	0.07930899	0.022347331	0.099552035	0.5880103	1.3504951	0.0	0.0	0.20056248	0.18958664	0.0	0.3782966	0.0	0.0	0.0
91	0.32652318	0.0	0.026601791	0.0	0.19089818	0.0	0.0	0.0	0.0	0.32066917	0.0	0.0	0.0	0.0	0.5255134	0.8518754	0.7067156	0.0	0.32461572	0.34441078	0.0	0.35140347	0.20448256	0.0	0.1963036	0.23436105	0.16063118	1.7905058
92	0.3288467	0.0	0.13665855	0.0	0.0	0.0	0.0	0.0666548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.106064	0.0	0.0	0.0	0.1728729	0.06505382	0.0907805	0.0	0.0	0.43718314	0.0	0.44301105	1.2678194
93	0.79154843	0.0	0.41048968	0.0	0.22877336	0.0	0.060911894	0.003345251	0.0	0.0	0.0	0.0	0.0	1.2797575	0.15583181	0.0	0.0	1.3416646	0.0	0.23147404	0.0	0.0	0.0010094643	0.0	0.049245715	0.0	0.20197892	0.03961575
94	0.16267109	0.0	0.1147567	0.0	0.16215849	0.0	0.31610847	0.22467005	0.0	0.0	0.0	0.0	0.01762724	0.9186497	0.0	0.0	0.005978346	1.0830576	0.0	0.18392634	0.0	0.0	0.0	0.028998375	0.29581928	0.0	0.12577629	0.3328427
95	0.0	0.05762589	0.40616357	0.0	0.37992334	0.0	0.23730695	0.34944522	0.0	0.07187712	0.0	0.0	0.0	0.0	0.89887357	0.24945164	0.0	0.45404696	0.0	0.22386289	0.0	0.12083483	0.06727338	0.0	0.30368233	0.5303322	0.44843864	0.45833242
96	0.0	0.0	0.32274115	0.0	0.27775002	0.0	0.0	0.57035315	0.0	0.09492898	0.0	0.0	0.0	0.88607645	2.1843643	0.0	0.0	0.8503325	0.0	0.1792916	0.0	0.20121574	0.28799272	0.0	0.0	0.0	0.6535785	0.0
97	0.0	0.0	0.42897284	0.9863941	0.16889405	0.0	0.0	0.6680578	0.0	0.0	0.0	0.0	0.0	0.58316386	0.0	0.0	0.0	1.4436479	0.0	0.28266513	0.0	0.12087846	0.24676251	0.0	0.16804683	0.0	0.4708984	0.43367934
98	0.8466551	0.0	0.33865392	0.50220245	0.07138467	0.0	0.0	0.48718774	0.0	0.0	0.0	0.0	0.0	0.730948	0.46898913	0.0	0.0	0.8056874	0.0	0.33604276	0.0	0.21030784	0.0	0.0	0.064601064	0.0	0.23829913	1.0555117
