	1	2	3	4	5	6	7	8	9	10
0	0.0	0.0	0.0	0.0	1.5665553	0.0	1.3991343	0.0	0.0	1.5721751
1	0.0	0.0	0.0	0.0	1.5981196	0.0	1.7997255	0.0	0.0	1.2845178
2	0.0	0.0	0.0	0.0	1.4866889	0.0	1.4316497	0.0	0.0	2.0575714
3	0.0	0.0	0.0	0.0	1.697747	0.0	1.750625	0.0	0.0	1.7541697
4	0.0	0.0	0.0	0.0	1.3550079	0.0	1.8481234	0.0	0.0	2.0767083
5	0.0	0.0	0.0	0.0	2.0817723	0.0	1.3603442	0.0	0.0	1.0022357
6	0.0	0.0	0.0	0.0	2.302478	0.0	1.124409	0.0	0.0	1.0112413
7	0.0	0.0	0.0	0.0	2.0725086	0.0	1.4334518	0.0	0.0	1.1876974
8	0.0	0.0	0.0	0.0	2.2361393	0.0	1.4309732	0.0	0.0	1.4585254
9	0.0	0.0	0.0	0.0	1.5589535	0.0	1.7467715	0.0	0.0	1.5589604
10	0.0	0.0	0.0	0.0	1.7018499	0.0	1.8473275	0.0	0.0	1.4613814
11	0.0	0.0	0.0	0.0	1.907899	0.0	1.483257	0.0	0.0	1.3212886
12	0.0	0.0	0.0	0.0	2.0408015	0.0	1.5681931	0.0	0.0	1.0958534
13	0.0	0.0	0.0	0.0	1.9114506	0.0	1.6500268	0.0	0.0	1.8024594
14	0.0	0.0	0.0	0.0	0.6620089	0.0	1.3566809	0.0	0.0	1.6392952
15	0.0	0.0	0.0	0.0	1.576371	0.0	1.5612855	0.20709181	0.0	1.1443477
16	0.0	0.0	0.0	0.0	1.0930234	0.0	1.6714338	0.4298625	0.0	1.0257035
17	0.0	0.0	0.0	0.0	1.2635987	0.0	1.3113236	0.0	0.0	0.47681212
18	0.0	0.0	0.0	0.0	1.8100475	0.0	1.3789594	0.45754278	0.0	1.5102909
19	0.0	0.0	0.0	0.0	1.1101437	0.0	1.4027294	0.0	0.0	2.2198997
20	0.0	0.0	0.0	0.0	1.1079646	0.0	1.1758944	0.0	0.0	2.434402
21	0.0	0.0	0.0	0.0	0.9482542	0.0	1.1823189	0.0	0.0	1.8227658
22	0.0	0.0	0.0	0.0	0.8661176	0.0	1.3325226	0.0	0.0	1.078614
23	0.0	0.0	0.0	0.0	1.0337732	0.0	1.1595271	0.0	0.0	1.4966395
24	0.0	0.0	0.0	0.0	1.0616456	0.0	1.3908012	0.0	0.0	0.24810004
25	0.0	0.0	0.0	0.0	1.285114	0.0	1.0638009	0.0	0.0	0.7630365
26	0.0	0.0	0.0	0.0	1.1071464	0.0	1.1383207	0.0	0.0	0.4454999
27	0.0	0.0	0.0	0.0	1.3468435	0.0	1.1009871	0.0	0.0	0.84685063
28	0.0	0.0	0.0	0.0	0.93280065	0.0	1.0179386	0.0	0.0	0.83426785
29	0.0	0.0	0.0	0.0	1.310686	0.0	0.9860888	0.0	0.0	1.4141712
30	0.0	0.0	0.0	0.0	0.65132964	0.0	1.3644757	0.0	0.0	0.77237797
31	0.0	0.0	0.0	0.0	1.7877901	0.0	1.0186468	0.0	0.0	0.6454098
32	0.0	0.0	0.0	0.0	0.85305357	0.0	0.7697236	0.739531	0.0	0.71935534
33	0.0	0.0	0.0	0.0	0.8065077	0.0	1.2910078	0.0	0.0	2.0426307
34	0.0	0.0	0.0	0.0	1.1256164	0.0	1.0362911	0.0	0.0	1.1544774
35	0.0	0.0	0.0	0.0	1.3019466	0.0	0.8736603	1.0670222	0.0	0.66129637
36	0.0	0.0	0.0	0.0	0.695825	0.0	0.8591229	0.0	0.0	0.44379902
37	0.0	0.0	0.0	0.0	1.20483	0.0	1.0612292	0.0	0.0	1.1065928
38	0.0	0.0	0.0	0.0	1.0870242	0.0	0.73896813	0.5815468	0.0	0.8319756
39	0.0	0.0	0.0	0.0	0.664623	0.0	0.7738941	0.34632492	0.0	1.8156732
40	0.0	0.0	0.0	0.0	0.98227346	0.0	0.8098637	0.063554525	0.0	1.7463977
41	0.0	0.0	0.0	0.0	0.60908294	0.0	1.0383928	0.0	0.0	0.9315096
42	0.0	0.0	0.0	0.0	0.5005456	0.0	0.88848406	0.6419703	0.0	1.3031422
43	0.0	0.0	0.0	0.0	0.57111585	0.0	0.9042421	0.6466742	0.0	1.1555914
44	0.0	0.0	0.0	0.0	0.43080187	0.0	0.7715445	0.0	0.0	0.029766083
45	0.0	0.0	0.0	0.0	0.6884043	0.0	0.9619239	0.0	0.0	0.5401914
46	0.0	0.0	0.0	0.0	0.58336616	0.0	0.8824363	0.0	0.0	0.62405396
47	0.0	0.0	0.0	0.0	0.5800997	0.0	0.73464024	0.0	0.0	0.5891299
48	0.0	0.0	0.0	0.0	0.84442735	0.0	0.8160215	0.13324082	0.0	1.5767908
49	0.0	0.0	0.0	0.0	0.4035492	0.0	0.56884277	0.0	0.0	0.1376388
50	0.0	0.0	0.0	0.0	0.6252134	0.0	0.6781592	0.0	0.0	0.76531076
51	0.0	0.0	0.0	0.0	0.0	0.0	0.5809095	0.0	0.0	0.0
52	0.0	0.0	0.0	0.0	0.46032274	0.0	0.5513906	0.0	0.0	0.04087019
53	0.0	0.0	0.0	0.0	0.36336875	0.0	0.6928841	0.0	0.0	0.45745444
54	0.0	0.0	0.0	0.0	0.62523925	0.0	0.7547954	0.0	0.0	0.48317218
55	0.0	0.0	0.0	0.0	0.3061087	0.0	0.9116369	0.0	0.0	1.3812958
56	0.0	0.0	0.0	0.0	0.478271	0.0	0.6278545	0.0	0.0	0.060357332
57	0.0	0.0	0.0	0.0	0.4835863	0.0	0.5026939	0.0	0.0	0.0
58	0.0	0.0	0.0	0.0	0.0	0.0	0.49827397	0.0	0.0	0.7550136
59	0.0	0.0	0.0	0.0	0.4833529	0.0	0.57018423	0.0	0.0	0.84230685
60	0.0	0.0	0.0	0.0	0.35148454	0.0	0.40942228	0.0	0.0	0.20393181
61	0.0	0.0	0.0	0.0	0.61501443	0.0	0.42909098	0.0	0.0	1.5987219
62	0.0	0.0	0.0	0.0	0.41250312	0.033822298	0.3587786	0.0	0.0	0.0
63	0.0	0.0	0.0	0.0	0.5265888	0.030673742	0.37168872	0.15226352	0.0	0.0
64	0.0	0.0	0.0	0.3189752	0.531019	0.0	0.4297098	0.0	0.0	0.6363208
65	0.0	0.0	0.0	0.0	0.5473895	0.0	0.5053996	0.25932217	0.0	0.36912513
66	0.0	0.0	0.0	0.0	0.06393266	0.009028673	0.39762795	0.0	0.0	0.19325757
67	0.0	0.0	0.0	0.0	0.22497845	0.0	0.38780105	0.0	0.0	0.14694142
68	0.0	0.0	0.0	0.0	0.11158466	0.0	0.38820994	0.0	0.0	0.82336223
69	0.0	0.0	0.00051021576	0.0	0.13210797	0.010317087	0.2714373	0.0	0.0	0.55819654
70	0.0	0.0	0.0	0.008692503	0.26093507	0.0	0.05072236	0.0	0.0	0.0
71	0.028954625	0.0	0.0	0.3080008	0.58955777	0.0	0.22895014	0.74172527	0.0	0.0
72	0.0	0.0	0.0	0.0	0.0	0.15177917	0.32568467	0.0	0.0	0.0
73	0.0	0.11404157	0.0	0.18430138	0.0	0.00630188	0.28991687	0.66464967	0.0	0.67126346
