,val_loss,loss
0,1213.1395263671875,1174.7944584743232
1,1447.42236328125,1155.2606131195262
2,1600.089111328125,1139.5155931217655
3,1667.37060546875,1125.7014199032146
4,1728.126220703125,1118.3444279956211
5,1884.4635009765625,1110.82712977707
6,1755.88427734375,1101.739348004578
7,1655.30712890625,1102.1417967194964
8,1754.85986328125,1092.983354118979
9,1537.929931640625,1093.2891208138435
10,1469.270263671875,1088.57705902294
11,1473.5802001953125,1079.581307380822
12,1384.4278564453125,1077.604665573995
13,1397.0010986328125,1078.6653866130075
14,1305.992431640625,1071.8473639032643
15,1289.9703369140625,1073.280463929389
16,1248.3662109375,1068.5518581123108
17,1268.1961669921875,1065.9688269742735
18,1257.79296875,1062.4752181715266
19,1208.8336181640625,1059.070395694417
20,1183.710693359375,1058.5896804712381
21,1186.2322998046875,1056.4095217953823
22,1174.9541015625,1053.9665053057822
23,1154.09619140625,1054.1218028463377
24,1132.327880859375,1049.4129980779758
25,1133.99853515625,1047.440320834992
26,1123.75341796875,1048.5765629665107
27,1126.060791015625,1047.1150329978602
28,1131.198974609375,1045.3688024047074
29,1133.7471923828125,1038.9781929550657
30,1124.9652099609375,1039.7882748743532
31,1126.3157958984375,1041.3099271932226
32,1127.6917724609375,1038.5393011979995
33,1104.6697998046875,1036.1738374552149
34,1127.6455078125,1034.3584101002687
35,1122.8079833984375,1031.9540813470342
36,1117.38134765625,1034.2116131630673
37,1110.7852783203125,1030.241418534783
38,1104.145263671875,1030.9965750335887
39,1107.58740234375,1029.9113785081609
40,1100.0245361328125,1026.966751001443
41,1104.7982177734375,1032.8195816331609
42,1110.508056640625,1025.939380815834
43,1106.486572265625,1025.4561316617735
44,1103.2724609375,1025.0327995932025
45,1110.23974609375,1020.1382224696457
46,1091.87744140625,1021.635379864152
47,1091.5457763671875,1020.3906732061107
48,1096.67919921875,1023.9558906312202
49,1095.0218505859375,1021.5699843874403
50,1099.9656982421875,1020.5165681292297
51,1101.7847900390625,1017.8518494041102
52,1090.861328125,1018.8660577664709
53,1091.2371826171875,1019.0069564527766
54,1088.0426025390625,1016.3883227694566
55,1081.807373046875,1017.0208188196656
56,1089.2750244140625,1014.770860805633
57,1089.111083984375,1015.7359102091212
58,1081.6224365234375,1013.986273698746
59,1082.061767578125,1014.5116802628633
60,1084.9434814453125,1010.9947758571358
61,1082.40380859375,1011.4713134765625
62,1079.643798828125,1011.1770073957504
63,1086.7684326171875,1012.1510320772791
64,1082.8189697265625,1009.4267749178941
65,1082.2977294921875,1011.2719788763933
66,1088.207275390625,1009.1806784465814
67,1082.35498046875,1006.3556720709345
68,1085.1129150390625,1007.0282930993731
69,1086.3963623046875,1009.5196082242735
70,1082.3392333984375,1008.6722793093153
71,1082.6217041015625,1006.8846839856191
72,1076.8721923828125,1005.7138415294088
73,1077.8492431640625,1003.3531649644208
74,1083.7281494140625,1008.4005694541203
75,1093.12548828125,1005.8051998843054
76,1073.291748046875,1005.5501685658837
77,1077.6964111328125,1002.2275643318322
78,1080.7259521484375,1003.5134401746616
79,1076.99755859375,1003.893943835216
80,1083.7633056640625,1002.1494544934316
81,1087.69482421875,1005.6032493251145
82,1078.230712890625,1003.4022994314789
83,1082.710693359375,1003.7330302827677
84,1083.5247802734375,1002.5019142491043
85,1089.1878662109375,1001.2207847643809
86,1094.30615234375,1005.1805583200637
87,1096.132080078125,1002.1254050868332
88,1092.0413818359375,1002.0606191841661
89,1091.6544189453125,1002.1644994650677
90,1085.1702880859375,1001.2830760008211
91,1075.0545654296875,998.6664436486117
92,1071.10205078125,1001.4957104336684
93,1073.3485107421875,999.0811658725617
94,1070.12646484375,997.6934309066481
95,1075.8778076171875,998.6926339507862
96,1080.8192138671875,998.6580052466909
97,1069.8720703125,996.5969098328026
98,1067.296630859375,997.7467744669337
99,1074.477294921875,998.5462786437599
100,1073.0865478515625,994.6358813632066
101,1075.38232421875,996.5275311318172
102,1069.4549560546875,995.9975146639879
103,1063.06005859375,993.7181178779359
104,1077.2674560546875,995.9957539746716
105,1067.1220703125,995.5853014903463
106,1070.4901123046875,996.6192572526871
107,1065.863525390625,996.0692278625099
108,1073.50830078125,995.9363640463276
109,1073.5960693359375,991.7307991951135
110,1078.3558349609375,994.339219791874
111,1088.303466796875,993.9041044393163
112,1087.4068603515625,996.2669537781151
113,1083.0123291015625,994.3184643399184
114,1073.9716796875,993.2473245608579
115,1072.77392578125,992.7890726077329
116,1076.39306640625,993.0122591249502
117,1067.4908447265625,993.2027797820462
118,1070.26123046875,992.2236032668193
119,1071.64697265625,991.360161848129
120,1074.6766357421875,991.6772235457305
121,1067.3056640625,989.4446243966461
122,1072.1986083984375,990.3075017260898
123,1074.8287353515625,990.7483602147194
124,1078.2232666015625,991.3516418068273
125,1075.0860595703125,993.0032877344994
126,1077.51806640625,991.869593140426
127,1067.6297607421875,991.8026783937102
128,1074.20947265625,989.4398566567974
129,1077.24951171875,992.7408867125298
130,1076.39111328125,989.2392994097085
131,1066.0078125,988.7988296800359
132,1067.64306640625,990.4630655665306
133,1070.8084716796875,991.810148785828
134,1078.734619140625,987.9316025266222
135,1080.178466796875,990.3211949828324
136,1074.14013671875,989.0426274196358
137,1063.938720703125,990.0526978316581
138,1065.7132568359375,986.7670365837729
139,1065.6824951171875,986.5532875789958
140,1059.4434814453125,986.0211259392416
141,1058.4359130859375,988.5562713039908
142,1059.47900390625,990.6356753209594
143,1069.204345703125,988.1882199815884
144,1069.611572265625,987.4923566101463
145,1070.5931396484375,989.4997799624304
146,1062.6810302734375,985.8674561324393
147,1065.8228759765625,989.52416059166
148,1067.7391357421875,990.1276245117188
149,1072.168212890625,988.1780827030254
150,1064.982666015625,988.7190656722731
151,1059.463134765625,989.842664584992
152,1065.5709228515625,987.5446808444467
153,1066.7152099609375,987.7171350952926
154,1057.96435546875,987.2074168988853
155,1071.3427734375,985.609211721238
156,1059.366943359375,987.4835827092456
157,1053.20849609375,986.1232715776772
158,1062.0462646484375,984.9910873121516
159,1066.2764892578125,985.5426394711634
160,1073.573486328125,986.7602597376343
161,1075.33447265625,985.7466488977906
