,val_loss,loss
0,1202.297119140625,1162.1278247225816
1,1328.611083984375,1155.148013752737
2,1271.64013671875,1149.178955078125
3,1558.4571533203125,1141.313558979399
4,1414.6387939453125,1134.8604961808321
5,1453.437744140625,1130.276148704966
6,1462.7681884765625,1128.365650347084
7,1635.1990966796875,1122.0004004217258
8,1285.1551513671875,1118.3853728664908
9,1363.824462890625,1115.8083449442674
10,1257.662353515625,1113.9963604386446
11,1192.45458984375,1111.3163440485669
12,1292.613525390625,1110.684263192924
13,1245.9388427734375,1107.9099222171078
14,1274.2159423828125,1105.144449610619
15,1268.55322265625,1103.4792807026274
16,1266.723388671875,1102.0189356712779
17,1174.21240234375,1099.030889231688
18,1200.6409912109375,1098.2258246354995
19,1171.406982421875,1096.7021126716759
20,1190.162353515625,1097.103315802896
21,1167.3245849609375,1092.8049627413416
22,1145.572021484375,1093.0748267690087
23,1143.4830322265625,1089.8285845130872
24,1147.10595703125,1089.7131122176054
25,1137.880126953125,1088.1354039672074
26,1153.5809326171875,1084.5756960340366
27,1162.8856201171875,1084.7171529782047
28,1154.0714111328125,1084.709119663117
29,1149.9661865234375,1082.5298621305235
30,1139.15576171875,1081.3778223900279
31,1152.297119140625,1080.2651514915904
32,1170.9078369140625,1080.5078731463973
33,1160.97705078125,1075.1227140973328
34,1150.5784912109375,1075.8528625099523
35,1146.132568359375,1076.2293366839172
36,1149.2259521484375,1071.0635084407345
37,1143.32080078125,1076.8999357770203
38,1136.8306884765625,1071.4730107981688
39,1126.4910888671875,1072.2132995994227
40,1133.9462890625,1073.941875093302
41,1130.8416748046875,1072.1751289124702
42,1128.6102294921875,1071.4294021509256
43,1135.670166015625,1068.9930342170085
44,1126.8682861328125,1065.839926944417
45,1134.67822265625,1066.1934106911824
46,1122.519287109375,1067.045815243083
47,1123.328857421875,1069.2196402580116
48,1114.564453125,1067.3926776472929
49,1106.50634765625,1064.4659439378484
50,1117.993896484375,1066.2372883596238
51,1108.3038330078125,1067.339761333101
52,1129.6285400390625,1066.663502687102
53,1120.74951171875,1063.5868456409235
54,1109.574462890625,1063.8311884205812
55,1110.1978759765625,1065.4887034422272
56,1105.4110107421875,1063.4105333461882
57,1107.6041259765625,1060.4532618431529
58,1116.69384765625,1064.6079785778265
59,1109.3900146484375,1062.1970689129678
60,1108.8328857421875,1063.2095830637938
61,1111.2523193359375,1060.9599275042297
62,1115.60791015625,1060.8065014492934
63,1107.9434814453125,1061.523220572502
