,val_loss,loss
0,1337.62060546875,1188.5424524781051
1,1696.4298095703125,1156.188440019158
2,2273.682861328125,1132.6394602781647
3,2164.8955078125,1118.2589849970143
4,2627.48828125,1105.635028426055
5,2711.9697265625,1100.9467874514828
6,2319.854736328125,1094.4949228080216
7,2022.457275390625,1086.2469334693471
8,1888.291259765625,1082.1849178630075
9,1676.0416259765625,1079.0133484275477
10,1597.23291015625,1069.6842289821357
11,1521.8232421875,1064.8462699355593
12,1422.8631591796875,1062.2745252475618
13,1378.255615234375,1058.449724914162
14,1339.32568359375,1053.7512984549164
15,1278.3057861328125,1052.0083031138038
16,1244.5670166015625,1049.566099130424
17,1224.88525390625,1043.8616912258658
18,1214.65234375,1044.337473875398
19,1196.32470703125,1040.8181004615346
20,1228.953125,1039.7007154719845
21,1205.469970703125,1035.3533259106289
22,1203.418212890625,1034.7225038564889
23,1200.241943359375,1031.0940610071657
24,1173.5733642578125,1027.3351094434215
25,1177.7276611328125,1026.005134728304
26,1173.18115234375,1023.0556255753633
27,1162.024658203125,1024.3897153040407
28,1151.9925537109375,1021.3925859001791
29,1156.8714599609375,1015.8027880237361
30,1147.5859375,1019.4698229747213
31,1152.296875,1017.4986136855593
32,1152.43603515625,1013.8620916475916
33,1143.7078857421875,1017.3673535000746
34,1123.0421142578125,1014.8185444242636
35,1113.4993896484375,1015.9320169436704
36,1128.84521484375,1007.0291872449741
37,1132.0001220703125,1015.3431283744277
38,1135.8243408203125,1012.1334574511096
39,1110.63720703125,1007.4772739288913
40,1113.3975830078125,1005.4562288515127
41,1107.09130859375,1002.5313075363256
42,1110.206787109375,1004.5044454586733
43,1120.4852294921875,1000.6400752948348
44,1111.8724365234375,998.388193312724
45,1117.45751953125,1001.5525967543292
46,1114.8719482421875,997.7961853416102
47,1108.193603515625,996.988634243133
48,1108.53759765625,996.2641889244128
49,1094.1954345703125,997.0259465503085
50,1102.808349609375,994.8620737646795
51,1094.9293212890625,995.4271209133658
52,1094.11279296875,991.2992417645303
53,1095.0289306640625,992.5601736664013
54,1089.041748046875,994.4250884815386
55,1093.1253662109375,989.6423448696258
