	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
0	0.0	1.8627199	0.0	1.2484933	0.4521371	1.4838951	0.31357566	1.1603487	0.8966198	1.6426177	0.71483314	1.5422462	1.6274017	0.0	0.0	0.0	0.0	1.7543446	1.734288	0.0	2.1222823	1.8299294	0.0	0.0	1.6332054	0.366049	0.931212	0.0	0.0	0.0	0.0	1.3255409	1.8973198	1.0856798	1.8336799	1.3159823	0.0	0.0	1.422935	1.1376523	0.0	0.0	1.5865312	0.0	0.0	1.3941507	0.71751285	1.749649	0.0	1.4998436	0.0	0.0	1.8032053	1.765346	0.089772224	0.0	0.0	0.0	1.5646633	1.7367259	0.0	0.05492693	1.5350468	1.4648609	0.0	1.4190522	0.0	1.4950345	0.0	0.0	0.63362545	0.0	0.0	1.0962365	1.5215204	0.0	0.0	0.0	0.0	0.0	1.7057168	0.0	1.4731187	0.0	0.9294894	1.4564638	0.047627926	1.6439084	1.8420861	0.0	0.0	1.5186777	0.95928955	0.69501716	0.0	0.0	0.0	1.6768662	1.1844538	1.4010932
1	0.0	1.4375765	0.0	1.6321837	0.6315607	1.2515854	0.80415744	1.5570695	1.0919414	1.1940118	0.8273376	1.148494	1.4945017	0.0	0.0	0.0	0.0	1.6935307	1.7263204	0.0	1.2892315	1.1534785	0.0	0.0	1.6605928	0.789894	0.10453129	0.0	0.0	0.0	0.0	1.3548495	1.6044254	1.8804805	1.4541028	1.2753929	0.0	0.0	0.9360362	0.5454818	0.0	0.0	0.7801722	0.0	0.0	1.4034736	1.3427957	1.5357832	0.0	1.6361878	0.0	0.06418896	1.5316005	1.5168215	1.0696853	0.0	0.0	0.0	1.516224	1.5218358	0.30311993	1.887661	1.5081682	1.636099	0.0	0.99815154	0.0	1.3561637	0.0	0.0	1.0304272	0.0	0.0	0.0	0.9132425	0.0	0.0	0.0	0.0	0.0	1.3990664	0.0	1.4708598	0.0	1.7571204	1.1932282	1.5642351	1.4404604	1.6872282	0.0	0.0	2.0041804	0.0	1.637593	0.0	0.0	0.0	1.6433878	1.918239	1.1126025
2	0.0	1.5749668	0.0	1.1661893	0.5290948	1.7162216	0.2996371	1.0992758	1.754268	1.5064163	0.89956874	1.5315702	1.479795	0.0	0.0	0.60414517	0.0	1.7514434	1.5402259	0.0	0.85408103	1.554179	0.0	0.0	1.7136033	0.19103119	0.0	0.0	0.0	0.0	0.0	1.3039107	1.407908	1.2533202	2.0001466	1.3393096	0.0	0.0	1.2059894	0.7966162	0.0	0.0	0.79863465	0.0	0.0	1.311439	1.6790937	1.551755	0.0	1.3991871	0.0	0.4576807	1.3439945	1.5033442	0.5702801	0.0	0.0	0.0	1.384739	1.3830488	0.0	1.093621	1.5262414	1.520589	0.0	1.5047239	0.0	1.3579202	0.40684292	0.0	0.60095394	0.0	0.0	0.12626678	1.4486909	0.0	0.0	0.0	0.0	0.0	1.2325503	0.0	1.3916512	0.0	1.2918487	1.724993	0.4096235	1.1137997	1.531467	0.0	0.0	2.0467818	0.0	1.2930706	0.0	0.0	0.0	1.3027797	1.5844302	1.3642197
3	0.0	1.5212129	0.0	1.3593884	0.8617426	1.5769233	0.0	1.8480446	1.1715069	1.190672	1.2409738	1.2906466	1.4714463	0.0	0.0	2.4519765	0.0	1.4515232	1.7704003	0.0	0.55480814	1.4007916	0.0	0.0	1.440604	1.2411081	0.0	0.0	0.0	0.0	0.0	1.4869494	1.3347943	1.4166559	1.5284842	1.323842	0.0	0.0	1.3128065	0.73524475	0.0	0.0	1.4867356	0.0	0.0	1.3117528	1.0147622	1.4132423	0.0	0.33574528	0.0	1.3907822	1.2382983	1.2484065	1.7447197	0.0	0.0	0.0	1.1774516	1.5392886	0.7943748	1.7471693	0.8765681	1.4198785	0.0	1.430262	0.0	1.5509942	0.76165926	0.0	1.3101633	0.0	0.0	0.48064548	1.1950539	0.0	0.0	0.0	0.0	0.24486779	1.3412731	0.0	1.4158388	0.0	1.4991468	1.6533844	0.739316	0.98910815	1.3670079	0.0	0.0	1.4139571	0.0	0.34864962	0.0	0.0	0.0	1.6049176	1.669405	1.4208064
4	0.0	1.0651075	0.0	2.088165	2.061631	1.2565877	0.74438846	1.1971617	1.2738092	1.8895826	1.9896415	1.8356247	1.5525029	0.0	0.0	1.8861241	0.0	1.1000276	1.4490135	0.0	1.0330697	1.7521012	0.0	0.0	1.7076294	0.39275643	0.0	0.0	0.0	0.0	0.0	0.9647817	1.5792248	1.2841628	1.3060982	1.0635587	0.0	0.0	1.6027077	1.5222592	0.0	0.0	0.69878805	0.0	0.0	1.4377617	1.7345054	1.2712725	0.0	0.77613556	0.0	2.530937	1.6230382	1.3537264	2.2818537	0.0	0.0	0.0	1.4798483	1.2977455	0.93697166	1.0577875	1.5998104	1.3091767	0.0	2.1734982	0.0	1.772042	0.091932386	0.0	0.05882442	0.0	0.0	0.76990646	1.2780071	0.0	0.0	0.0	0.0	0.0	1.2945828	0.0	1.4828092	0.0	2.085401	1.4540436	0.53219306	1.6367315	1.3218744	0.0	0.0	1.4553442	0.0	0.65551656	0.0	0.0	0.0	1.6305275	1.4340513	1.1070466
5	0.0	1.54644	0.0	1.1740084	1.7238064	1.4553971	0.0	1.3091081	1.5480478	1.7801683	1.0625725	1.1936789	1.2845407	0.0	0.0	0.29320306	0.0	1.41255	1.5714324	0.0	1.646157	1.7431424	0.0	0.0	1.6561297	0.4520994	0.0	0.0	0.0	0.0	0.0	1.3008237	1.252924	1.3722812	0.5734876	1.4435178	0.0	0.0	1.4356515	1.319552	0.0	0.0	0.39254856	0.0	0.0	1.4374826	1.4783982	1.5486616	0.0	0.34645528	0.0	1.0753226	1.5934289	1.5501368	0.42717004	0.0	0.0	0.0	1.7426865	1.5183822	0.0	2.849035	1.5426027	1.1750431	0.0	1.3477017	0.0	1.2576561	0.0	0.0	0.0	0.0	0.0	0.87591916	1.7017618	0.0	0.0	0.0	0.0	0.0	1.1403937	0.0	1.6808364	0.0	1.4331838	1.5280174	0.19117856	1.8375475	1.3752376	0.0	0.0	1.1804547	1.5423853	1.0705397	0.0	0.0	0.0	1.5885727	1.2841265	1.1473031
6	0.0	1.5681486	0.0	1.6518095	0.8529749	1.4863865	1.6158929	1.3460672	1.6679881	0.96463555	0.7689211	1.0831991	0.89146227	0.0	0.0	0.09374148	0.0	1.3117049	1.4394938	0.0	1.18051	1.4302639	0.0	0.0	1.6216438	0.63299346	0.0	0.0	0.0	0.0	0.0	1.8855649	1.1079156	1.5207388	1.267195	1.3065743	0.0	0.0	1.6757773	1.0548787	0.0	0.0	1.6523386	0.0	0.0	1.3306053	1.2936599	1.4551338	0.0	0.44307774	0.0	0.38200217	1.5892626	1.6640071	1.0129274	0.0	0.0	0.0	1.432608	1.2502277	0.0	0.64953935	1.6335727	1.5372539	0.0	0.9446027	0.0	1.3397083	0.0	0.0	0.0	0.0	0.0	0.8076759	1.4822317	0.0	0.0	0.0	0.0	0.0	1.6557605	0.0	1.3728341	0.0	1.543836	1.415843	0.0	1.523145	1.5007458	0.0	0.0	1.0001312	0.0	0.8964839	0.0	0.0	0.0	1.4989252	1.2911986	1.1181505
7	0.0	1.7798021	0.0	1.5734234	0.6237066	1.3686512	1.3749824	1.323245	0.9668093	0.87257516	0.0	0.8741337	1.1187198	0.0	0.0	0.66344154	0.0	1.427669	1.5343572	0.0	0.62583303	1.5146091	0.0	0.0	1.3595164	0.90803164	0.0	0.0	0.0	0.0	0.0	2.0927196	1.144469	1.0705838	1.1199228	1.4035635	0.0	0.0	1.4669552	0.9850774	0.0	0.0	1.5592934	0.0	0.0	0.92251056	0.997143	1.6328659	0.0	1.234362	0.0	0.0	1.4426298	1.6423584	0.3481369	0.0	0.0	0.0	1.44942	1.4427991	0.0	1.5703034	1.4420547	1.2094427	0.0	1.6805248	0.0	1.5491191	0.0	0.0	0.30215013	0.0	0.0	0.2832877	1.7773321	0.0	0.0	0.0	0.0	0.0	1.4374324	0.0	1.5425615	0.0	1.4612346	1.2290635	0.22555232	1.5866673	1.2095244	0.0	0.0	1.4724281	0.28611815	1.4016753	0.0	0.0	0.0	1.5733949	1.3260121	1.2192457
8	0.0	1.4185216	0.0	1.0842556	1.2794724	1.0672398	0.59805137	1.4335197	1.4954377	1.0588508	1.2437984	1.1812749	1.531347	0.0	0.0	0.06955421	0.0	1.045104	1.2924042	0.0	1.3355803	1.5225041	0.0	0.0	1.4316713	0.97239	0.0	0.0	0.0	0.0	0.0	1.2499903	1.0873747	1.4425145	1.2034725	1.5211449	0.0	0.0	0.8612647	1.105346	0.0	0.0	1.507262	0.0	0.0	0.8922021	1.0616482	1.4348501	0.0	0.0	0.0	0.0	1.4483591	1.8623185	0.46685636	0.0	0.0	0.0	1.2814307	1.3740536	0.0	1.0071117	1.5401605	1.2952063	0.0	0.75876325	0.0	1.3427	0.0	0.0	0.42839944	0.0	0.0	0.0	1.5444344	0.0	0.0	0.0	0.0	0.0	1.5471352	0.0	1.2915783	0.0	1.2867656	1.5284818	0.024414062	1.5645018	1.1674517	0.0	0.0	1.2522625	0.0	1.525995	0.0	0.0	0.0	1.5459616	1.1211463	1.3911347
9	0.0	0.9713849	0.0	1.3248615	0.111864805	1.2070947	1.279087	1.2607769	0.54828215	1.6656708	0.6299361	1.2350402	1.0676761	0.0	0.0	0.8403919	0.0	1.2222083	1.197538	0.0	1.8469307	1.2946067	0.0	0.0	1.2982737	2.383678	0.14417946	0.0	0.0	0.0	0.0	0.8705873	1.4637759	1.0148827	0.57921344	1.1152611	0.0	0.0	1.3540529	1.6140949	0.0	0.0	0.9775857	0.0	0.0	1.4265658	0.9497847	1.409059	0.0	0.0	0.0	0.0	1.439726	1.249196	0.5612565	0.0	0.0	0.0	1.5029621	1.4884913	0.29972562	0.33510953	1.288823	1.5445076	0.0	1.6342776	0.0	1.5738513	0.0	0.0	0.0	0.0	0.0	1.489495	0.7425569	0.0	0.0	0.0	0.0	0.0	1.6963607	0.0	1.5615588	0.0	1.6312345	1.0995308	0.0	1.4687283	1.3527606	0.0	0.0	1.080281	1.309525	0.6393906	0.0	0.0	0.0	1.044933	1.6814604	0.7680236
